,V_flux,freq 
188,-74.40000000000121,4.290500000000001
189,-73.60000000000122,4.2972
190,-73.60000000000122,4.2973
191,-73.60000000000122,4.2974000000000006
192,-73.60000000000122,4.2975
193,-73.60000000000122,4.2976
194,-73.60000000000122,4.2977
195,-73.60000000000122,4.2978000000000005
196,-73.60000000000122,4.2979
197,-73.60000000000122,4.298
198,-73.60000000000122,4.298100000000001
199,-73.60000000000122,4.2982000000000005
200,-73.60000000000122,4.2983
201,-72.80000000000123,4.3044
202,-72.80000000000123,4.3045
203,-72.80000000000123,4.304600000000001
204,-72.80000000000123,4.3047
205,-72.80000000000123,4.3048
206,-72.80000000000123,4.3049
207,-72.80000000000123,4.305000000000001
208,-72.80000000000123,4.3051
209,-72.80000000000123,4.3052
210,-72.80000000000123,4.3053
211,-72.80000000000123,4.305400000000001
212,-72.80000000000123,4.3055
213,-72.80000000000123,4.3056
214,-72.80000000000123,4.3057
215,-72.80000000000123,4.3058000000000005
216,-72.00000000000124,4.3115000000000006
217,-72.00000000000124,4.3116
218,-72.00000000000124,4.3117
219,-72.00000000000124,4.3118
220,-72.00000000000124,4.3119000000000005
221,-72.00000000000124,4.312200000000001
222,-72.00000000000124,4.3123000000000005
223,-72.00000000000124,4.3124
224,-72.00000000000124,4.3125
225,-72.00000000000124,4.312600000000001
226,-72.00000000000124,4.3127
227,-72.00000000000124,4.3128
228,-72.00000000000124,4.3129
229,-71.20000000000124,4.318300000000001
230,-71.20000000000124,4.3184000000000005
231,-71.20000000000124,4.3185
232,-71.20000000000124,4.3186
233,-71.20000000000124,4.318700000000001
234,-71.20000000000124,4.3188
235,-71.20000000000124,4.3189
236,-71.20000000000124,4.319
237,-71.20000000000124,4.319100000000001
238,-71.20000000000124,4.3192
239,-71.20000000000124,4.3193
240,-71.20000000000124,4.3194
241,-71.20000000000124,4.319500000000001
242,-71.20000000000124,4.3196
243,-71.20000000000124,4.3197
244,-70.40000000000126,4.324800000000001
245,-70.40000000000126,4.3249
246,-70.40000000000126,4.325
247,-70.40000000000126,4.3251
248,-70.40000000000126,4.325200000000001
249,-70.40000000000126,4.3253
250,-70.40000000000126,4.3254
251,-70.40000000000126,4.3255
252,-70.40000000000126,4.3256000000000006
253,-70.40000000000126,4.3257
254,-70.40000000000126,4.3258
255,-70.40000000000126,4.3259
256,-70.40000000000126,4.3260000000000005
257,-69.60000000000126,4.331
258,-69.60000000000126,4.3311
259,-69.60000000000126,4.3312
260,-69.60000000000126,4.331300000000001
261,-69.60000000000126,4.3314
262,-69.60000000000126,4.3315
263,-69.60000000000126,4.3316
264,-69.60000000000126,4.3317000000000005
265,-69.60000000000126,4.3318
266,-69.60000000000126,4.3319
267,-69.60000000000126,4.332
268,-69.60000000000126,4.3321000000000005
269,-68.80000000000126,4.3369
270,-68.80000000000126,4.337000000000001
271,-68.80000000000126,4.3371
272,-68.80000000000126,4.3372
273,-68.80000000000126,4.3373
274,-68.80000000000126,4.337400000000001
275,-68.80000000000126,4.3375
276,-68.80000000000126,4.3376
277,-68.80000000000126,4.3377
278,-68.80000000000126,4.3378000000000005
279,-68.80000000000126,4.3379
280,-68.80000000000126,4.338
281,-68.80000000000126,4.3381
282,-68.80000000000126,4.3382000000000005
283,-68.80000000000126,4.3383
284,-68.00000000000128,4.3426
285,-68.00000000000128,4.342700000000001
286,-68.00000000000128,4.3428
287,-68.00000000000128,4.3429
288,-68.00000000000128,4.343
289,-68.00000000000128,4.343100000000001
290,-68.00000000000128,4.3432
291,-67.20000000000128,4.348
292,-67.20000000000128,4.3481000000000005
293,-67.20000000000128,4.3482
294,-67.20000000000128,4.3483
295,-67.20000000000128,4.348400000000001
296,-67.20000000000128,4.3485000000000005
297,-67.20000000000128,4.3486
298,-67.20000000000128,4.3487
299,-67.20000000000128,4.348800000000001
300,-67.20000000000128,4.3489
301,-67.20000000000128,4.349
302,-67.20000000000128,4.3491
303,-67.20000000000128,4.349200000000001
304,-67.20000000000128,4.3493
305,-66.40000000000128,4.3532
306,-66.40000000000128,4.3533
307,-66.40000000000128,4.353400000000001
308,-66.40000000000128,4.3535
309,-66.40000000000128,4.3536
310,-66.40000000000128,4.3537
311,-66.40000000000128,4.353800000000001
312,-66.40000000000128,4.3539
313,-66.40000000000128,4.354
314,-66.40000000000128,4.3541
315,-66.40000000000128,4.3542000000000005
316,-66.40000000000128,4.3543
317,-66.40000000000128,4.3544
318,-66.40000000000128,4.354500000000001
319,-66.40000000000128,4.3546000000000005
320,-65.6000000000013,4.3585
321,-65.6000000000013,4.3586
322,-65.6000000000013,4.358700000000001
323,-65.6000000000013,4.3589
324,-65.6000000000013,4.359
325,-65.6000000000013,4.359100000000001
326,-64.8000000000013,4.3631
327,-64.8000000000013,4.3632
328,-64.8000000000013,4.363300000000001
329,-64.8000000000013,4.3634
330,-64.8000000000013,4.3635
331,-64.8000000000013,4.3636
332,-64.00000000000131,4.3677
333,-64.00000000000131,4.3678
334,-64.00000000000131,4.367900000000001
335,-64.00000000000131,4.368
336,-64.00000000000131,4.3681
337,-64.00000000000131,4.3682
338,-64.00000000000131,4.3683000000000005
339,-64.00000000000131,4.3684
340,-64.00000000000131,4.3685
341,-64.00000000000131,4.368600000000001
342,-64.00000000000131,4.3687000000000005
343,-64.00000000000131,4.3688
344,-64.00000000000131,4.3689
345,-63.20000000000132,4.3724
346,-63.20000000000132,4.3725000000000005
347,-63.20000000000132,4.3726
348,-63.20000000000132,4.3727
349,-63.20000000000132,4.372800000000001
350,-63.20000000000132,4.3729000000000005
351,-63.20000000000132,4.373
352,-63.20000000000132,4.3731
353,-63.20000000000132,4.373200000000001
354,-63.20000000000132,4.3733
355,-62.40000000000133,4.3762
356,-62.40000000000133,4.3763000000000005
357,-62.40000000000133,4.3764
358,-62.40000000000133,4.3765
359,-62.40000000000133,4.376600000000001
360,-62.40000000000133,4.3767000000000005
361,-62.40000000000133,4.3768
362,-62.40000000000133,4.3769
363,-62.40000000000133,4.377000000000001
364,-62.40000000000133,4.3771
365,-62.40000000000133,4.3772
366,-62.40000000000133,4.3773
367,-62.40000000000133,4.377400000000001
368,-62.40000000000133,4.3775
369,-61.60000000000134,4.3802
370,-61.60000000000134,4.3803
371,-61.60000000000134,4.3804
372,-61.60000000000134,4.3805000000000005
373,-61.60000000000134,4.3806
374,-61.60000000000134,4.3807
375,-61.60000000000134,4.380800000000001
376,-61.60000000000134,4.3809000000000005
377,-61.60000000000134,4.381
378,-61.60000000000134,4.3811
379,-61.60000000000134,4.381200000000001
380,-61.60000000000134,4.3813
381,-61.60000000000134,4.3814
382,-61.60000000000134,4.3815
383,-61.60000000000134,4.381600000000001
384,-60.80000000000134,4.3841
385,-60.80000000000134,4.3842
386,-60.80000000000134,4.3843000000000005
387,-60.80000000000134,4.3844
388,-60.80000000000134,4.3845
389,-60.80000000000134,4.3846
390,-60.80000000000134,4.3847000000000005
391,-60.80000000000134,4.3848
392,-60.80000000000134,4.3849
393,-60.80000000000134,4.385000000000001
394,-60.80000000000134,4.3851
395,-60.80000000000134,4.3852
396,-60.80000000000134,4.3853
397,-60.80000000000134,4.385400000000001
398,-60.80000000000134,4.3855
399,-60.00000000000135,4.3878
400,-60.00000000000135,4.3879
401,-60.00000000000135,4.388
402,-60.00000000000135,4.3881000000000006
403,-60.00000000000135,4.3882
404,-60.00000000000135,4.3883
405,-60.00000000000135,4.3884
406,-60.00000000000135,4.3885000000000005
407,-60.00000000000135,4.3886
408,-60.00000000000135,4.3887
409,-60.00000000000135,4.388800000000001
410,-60.00000000000135,4.3889000000000005
411,-60.00000000000135,4.389
412,-60.00000000000135,4.3891
413,-60.00000000000135,4.389200000000001
414,-59.20000000000136,4.3914
415,-59.20000000000136,4.391500000000001
416,-59.20000000000136,4.3916
417,-59.20000000000136,4.3917
418,-59.20000000000136,4.3918
419,-59.20000000000136,4.391900000000001
420,-59.20000000000136,4.392
421,-59.20000000000136,4.3921
422,-59.20000000000136,4.3922
423,-59.20000000000136,4.3923000000000005
424,-59.20000000000136,4.3924
425,-59.20000000000136,4.3925
426,-59.20000000000136,4.3926
427,-59.20000000000136,4.3927000000000005
428,-59.20000000000136,4.3928
429,-58.40000000000136,4.394900000000001
430,-58.40000000000136,4.3950000000000005
431,-58.40000000000136,4.3951
432,-58.40000000000136,4.3952
433,-58.40000000000136,4.395300000000001
434,-58.40000000000136,4.3954
435,-58.40000000000136,4.3955
436,-58.40000000000136,4.3956
437,-58.40000000000136,4.395700000000001
438,-58.40000000000136,4.3958
439,-58.40000000000136,4.3959
440,-58.40000000000136,4.396
441,-58.40000000000136,4.396100000000001
442,-58.40000000000136,4.3962
443,-57.60000000000137,4.3982
444,-57.60000000000137,4.3983
445,-57.60000000000137,4.3984000000000005
446,-57.60000000000137,4.3985
447,-57.60000000000137,4.3986
448,-57.60000000000137,4.3987
449,-57.60000000000137,4.3988000000000005
450,-57.60000000000137,4.3989
451,-57.60000000000137,4.399
452,-57.60000000000137,4.399100000000001
453,-57.60000000000137,4.3992
454,-57.60000000000137,4.3993
455,-57.60000000000137,4.3994
456,-57.60000000000137,4.399500000000001
457,-57.60000000000137,4.3996
458,-56.80000000000138,4.401400000000001
459,-56.80000000000138,4.4015
460,-56.80000000000138,4.4016
461,-56.80000000000138,4.4017
462,-56.80000000000138,4.401800000000001
463,-56.80000000000138,4.4019
464,-56.80000000000138,4.402
465,-56.80000000000138,4.4021
466,-56.80000000000138,4.402200000000001
467,-56.80000000000138,4.4023
468,-56.80000000000138,4.4024
469,-56.80000000000138,4.4025
470,-56.80000000000138,4.4026000000000005
471,-56.80000000000138,4.4027
472,-56.000000000001386,4.4044
473,-56.000000000001386,4.4045000000000005
474,-56.000000000001386,4.4046
475,-56.000000000001386,4.4047
476,-56.000000000001386,4.404800000000001
477,-56.000000000001386,4.4049000000000005
478,-56.000000000001386,4.405
479,-56.000000000001386,4.4051
480,-56.000000000001386,4.405200000000001
481,-56.000000000001386,4.4053
482,-56.000000000001386,4.4054
483,-56.000000000001386,4.4055
484,-56.000000000001386,4.405600000000001
485,-56.000000000001386,4.4057
486,-56.000000000001386,4.4058
487,-55.200000000001396,4.4074
488,-55.200000000001396,4.407500000000001
489,-55.200000000001396,4.4076
490,-55.200000000001396,4.4077
491,-55.200000000001396,4.4078
492,-55.200000000001396,4.407900000000001
493,-55.200000000001396,4.408
494,-55.200000000001396,4.4081
495,-55.200000000001396,4.4082
496,-55.200000000001396,4.4083000000000006
497,-55.200000000001396,4.4084
498,-55.200000000001396,4.4085
499,-55.200000000001396,4.4086
500,-55.200000000001396,4.4087000000000005
501,-55.200000000001396,4.4088
502,-54.400000000001405,4.410200000000001
503,-54.400000000001405,4.4103
504,-54.400000000001405,4.4104
505,-54.400000000001405,4.4105
506,-54.400000000001405,4.4106000000000005
507,-54.400000000001405,4.4107
508,-54.400000000001405,4.4108
509,-54.400000000001405,4.410900000000001
510,-54.400000000001405,4.4110000000000005
511,-54.400000000001405,4.4111
512,-54.400000000001405,4.4112
513,-54.400000000001405,4.411300000000001
514,-54.400000000001405,4.4114
515,-54.400000000001405,4.4115
516,-54.400000000001405,4.4116
517,-53.60000000000141,4.413
518,-53.60000000000141,4.4131
519,-53.60000000000141,4.413200000000001
520,-53.60000000000141,4.4133000000000004
521,-53.60000000000141,4.4134
522,-53.60000000000141,4.4135
523,-53.60000000000141,4.413600000000001
524,-53.60000000000141,4.4137
525,-53.60000000000141,4.4138
526,-53.60000000000141,4.4139
527,-53.60000000000141,4.414000000000001
528,-53.60000000000141,4.4141
529,-53.60000000000141,4.4142
530,-53.60000000000141,4.4143
531,-52.80000000000142,4.4156
532,-52.80000000000142,4.4157
533,-52.80000000000142,4.4158
534,-52.80000000000142,4.415900000000001
535,-52.80000000000142,4.416
536,-52.80000000000142,4.4161
537,-52.80000000000142,4.4162
538,-52.80000000000142,4.416300000000001
539,-52.80000000000142,4.4164
540,-52.80000000000142,4.4165
541,-52.80000000000142,4.4166
542,-52.80000000000142,4.4167000000000005
543,-52.80000000000142,4.4168
544,-52.80000000000142,4.4169
545,-52.80000000000142,4.417000000000001
546,-52.00000000000143,4.4181
547,-52.00000000000143,4.418200000000001
548,-52.00000000000143,4.4183
549,-52.00000000000143,4.4184
550,-52.00000000000143,4.4185
551,-52.00000000000143,4.4186000000000005
552,-52.00000000000143,4.4187
553,-52.00000000000143,4.4188
554,-52.00000000000143,4.418900000000001
555,-52.00000000000143,4.4190000000000005
556,-52.00000000000143,4.4191
557,-52.00000000000143,4.4192
558,-52.00000000000143,4.419300000000001
559,-52.00000000000143,4.4194
560,-52.00000000000143,4.4195
561,-51.20000000000143,4.4206
562,-51.20000000000143,4.4207
563,-51.20000000000143,4.4208
564,-51.20000000000143,4.4209000000000005
565,-51.20000000000143,4.421
566,-51.20000000000143,4.4211
567,-51.20000000000143,4.421200000000001
568,-51.20000000000143,4.4213000000000005
569,-51.20000000000143,4.4214
570,-51.20000000000143,4.4215
571,-51.20000000000143,4.421600000000001
572,-51.20000000000143,4.4217
573,-51.20000000000143,4.4218
574,-51.20000000000143,4.4219
575,-51.20000000000143,4.422000000000001
576,-50.40000000000144,4.4229
577,-50.40000000000144,4.423
578,-50.40000000000144,4.423100000000001
579,-50.40000000000144,4.4232000000000005
580,-50.40000000000144,4.4233
581,-50.40000000000144,4.4234
582,-50.40000000000144,4.423500000000001
583,-50.40000000000144,4.4236
584,-50.40000000000144,4.4237
585,-50.40000000000144,4.4238
586,-50.40000000000144,4.423900000000001
587,-50.40000000000144,4.424
588,-50.40000000000144,4.4241
589,-50.40000000000144,4.4242
590,-50.40000000000144,4.424300000000001
591,-49.60000000000145,4.4252
592,-49.60000000000145,4.4253
593,-49.60000000000145,4.425400000000001
594,-49.60000000000145,4.4255
595,-49.60000000000145,4.4256
596,-49.60000000000145,4.4257
597,-49.60000000000145,4.425800000000001
598,-49.60000000000145,4.4259
599,-49.60000000000145,4.426
600,-49.60000000000145,4.4261
601,-49.60000000000145,4.426200000000001
602,-49.60000000000145,4.4263
603,-49.60000000000145,4.4264
604,-49.60000000000145,4.4265
605,-49.60000000000145,4.4266000000000005
606,-48.800000000001454,4.4274000000000004
607,-48.800000000001454,4.4275
608,-48.800000000001454,4.4276
609,-48.800000000001454,4.427700000000001
610,-48.800000000001454,4.4278
611,-48.800000000001454,4.4279
612,-48.800000000001454,4.428
613,-48.800000000001454,4.428100000000001
614,-48.800000000001454,4.4282
615,-48.800000000001454,4.4283
616,-48.800000000001454,4.4284
617,-48.800000000001454,4.4285000000000005
618,-48.800000000001454,4.4286
619,-48.800000000001454,4.4287
620,-48.800000000001454,4.4288
621,-48.000000000001464,4.4295
622,-48.000000000001464,4.429600000000001
623,-48.000000000001464,4.4297
624,-48.000000000001464,4.4298
625,-48.000000000001464,4.4299
626,-48.000000000001464,4.430000000000001
627,-48.000000000001464,4.4301
628,-48.000000000001464,4.4302
629,-48.000000000001464,4.4303
630,-48.000000000001464,4.430400000000001
631,-48.000000000001464,4.4305
632,-48.000000000001464,4.4306
633,-48.000000000001464,4.4307
634,-48.000000000001464,4.4308000000000005
635,-48.000000000001464,4.4309
636,-47.200000000001474,4.431500000000001
637,-47.200000000001474,4.4316
638,-47.200000000001474,4.4317
639,-47.200000000001474,4.4318
640,-47.200000000001474,4.431900000000001
641,-47.200000000001474,4.432
642,-47.200000000001474,4.4321
643,-47.200000000001474,4.4322
644,-47.200000000001474,4.432300000000001
645,-47.200000000001474,4.4324
646,-47.200000000001474,4.4325
647,-47.200000000001474,4.4326
648,-47.200000000001474,4.4327000000000005
649,-47.200000000001474,4.4328
650,-47.200000000001474,4.4329
651,-46.400000000001484,4.4335
652,-46.400000000001484,4.4336
653,-46.400000000001484,4.4337
654,-46.400000000001484,4.433800000000001
655,-46.400000000001484,4.4339
656,-46.400000000001484,4.434
657,-46.400000000001484,4.4341
658,-46.400000000001484,4.434200000000001
659,-46.400000000001484,4.4343
660,-46.400000000001484,4.4344
661,-46.400000000001484,4.4345
662,-46.400000000001484,4.4346000000000005
663,-46.400000000001484,4.4347
664,-46.400000000001484,4.4348
665,-46.400000000001484,4.4349
666,-45.60000000000149,4.4354000000000005
667,-45.60000000000149,4.4355
668,-45.60000000000149,4.4356
669,-45.60000000000149,4.435700000000001
670,-45.60000000000149,4.4358
671,-45.60000000000149,4.4359
672,-45.60000000000149,4.436
673,-45.60000000000149,4.436100000000001
674,-45.60000000000149,4.4362
675,-45.60000000000149,4.4363
676,-45.60000000000149,4.4364
677,-45.60000000000149,4.4365000000000006
678,-45.60000000000149,4.4366
679,-45.60000000000149,4.4367
680,-45.60000000000149,4.4368
681,-44.800000000001496,4.437200000000001
682,-44.800000000001496,4.4373000000000005
683,-44.800000000001496,4.4374
684,-44.800000000001496,4.4375
685,-44.800000000001496,4.437600000000001
686,-44.800000000001496,4.4377
687,-44.800000000001496,4.4378
688,-44.800000000001496,4.4379
689,-44.800000000001496,4.438000000000001
690,-44.800000000001496,4.4381
691,-44.800000000001496,4.4382
692,-44.800000000001496,4.4383
693,-44.800000000001496,4.438400000000001
694,-44.800000000001496,4.4385
695,-44.800000000001496,4.4386
696,-44.000000000001506,4.439
697,-44.000000000001506,4.439100000000001
698,-44.000000000001506,4.4392000000000005
699,-44.000000000001506,4.4393
700,-44.000000000001506,4.4394
701,-44.000000000001506,4.439500000000001
702,-44.000000000001506,4.4396
703,-44.000000000001506,4.4397
704,-44.000000000001506,4.4398
705,-44.000000000001506,4.439900000000001
706,-44.000000000001506,4.44
707,-44.000000000001506,4.4401
708,-44.000000000001506,4.4402
709,-44.000000000001506,4.440300000000001
710,-43.20000000000151,4.4407000000000005
711,-43.20000000000151,4.4408
712,-43.20000000000151,4.4409
713,-43.20000000000151,4.441
714,-43.20000000000151,4.4411000000000005
715,-43.20000000000151,4.4412
716,-43.20000000000151,4.4413
717,-43.20000000000151,4.441400000000001
718,-43.20000000000151,4.4415000000000004
719,-43.20000000000151,4.4416
720,-43.20000000000151,4.4417
721,-43.20000000000151,4.441800000000001
722,-43.20000000000151,4.4419
723,-43.20000000000151,4.442
724,-42.40000000000152,4.4423
725,-42.40000000000152,4.4424
726,-42.40000000000152,4.4425
727,-42.40000000000152,4.4426000000000005
728,-42.40000000000152,4.4427
729,-42.40000000000152,4.4428
730,-42.40000000000152,4.4429
731,-42.40000000000152,4.4430000000000005
732,-42.40000000000152,4.4431
733,-42.40000000000152,4.4432
734,-42.40000000000152,4.443300000000001
735,-42.40000000000152,4.4434000000000005
736,-42.40000000000152,4.4435
737,-42.40000000000152,4.4436
738,-42.40000000000152,4.443700000000001
739,-41.60000000000153,4.4439
740,-41.60000000000153,4.444
741,-41.60000000000153,4.444100000000001
742,-41.60000000000153,4.4442
743,-41.60000000000153,4.4443
744,-41.60000000000153,4.4444
745,-41.60000000000153,4.444500000000001
746,-41.60000000000153,4.4446
747,-41.60000000000153,4.4447
748,-41.60000000000153,4.4448
749,-41.60000000000153,4.4449000000000005
750,-41.60000000000153,4.445
751,-41.60000000000153,4.4451
752,-41.60000000000153,4.445200000000001
753,-40.80000000000153,4.4454
754,-40.80000000000153,4.4455
755,-40.80000000000153,4.445600000000001
756,-40.80000000000153,4.4457
757,-40.80000000000153,4.4458
758,-40.80000000000153,4.4459
759,-40.80000000000153,4.446000000000001
760,-40.80000000000153,4.4461
761,-40.80000000000153,4.4462
762,-40.80000000000153,4.4463
763,-40.80000000000153,4.446400000000001
764,-40.80000000000153,4.4465
765,-40.80000000000153,4.4466
766,-40.80000000000153,4.4467
767,-40.80000000000153,4.4468000000000005
768,-40.00000000000154,4.4468000000000005
769,-40.00000000000154,4.4469
770,-40.00000000000154,4.447
771,-40.00000000000154,4.447100000000001
772,-40.00000000000154,4.4472000000000005
773,-40.00000000000154,4.4473
774,-40.00000000000154,4.4474
775,-40.00000000000154,4.447500000000001
776,-40.00000000000154,4.4476
777,-40.00000000000154,4.4477
778,-40.00000000000154,4.4478
779,-40.00000000000154,4.447900000000001
780,-40.00000000000154,4.448
781,-40.00000000000154,4.4481
782,-40.00000000000154,4.4482
783,-39.20000000000155,4.4482
784,-39.20000000000155,4.448300000000001
785,-39.20000000000155,4.4484
786,-39.20000000000155,4.4485
787,-39.20000000000155,4.4486
788,-39.20000000000155,4.4487000000000005
789,-39.20000000000155,4.4488
790,-39.20000000000155,4.4489
791,-39.20000000000155,4.449
792,-39.20000000000155,4.4491000000000005
793,-39.20000000000155,4.4492
794,-39.20000000000155,4.4493
795,-39.20000000000155,4.449400000000001
796,-39.20000000000155,4.4495000000000005
797,-39.20000000000155,4.4496
798,-38.400000000001555,4.4496
799,-38.400000000001555,4.4497
800,-38.400000000001555,4.449800000000001
801,-38.400000000001555,4.4499
802,-38.400000000001555,4.45
803,-38.400000000001555,4.4501
804,-38.400000000001555,4.450200000000001
805,-38.400000000001555,4.4503
806,-38.400000000001555,4.4504
807,-38.400000000001555,4.4505
808,-38.400000000001555,4.4506000000000006
809,-38.400000000001555,4.4507
810,-38.400000000001555,4.4508
811,-38.400000000001555,4.4509
812,-38.400000000001555,4.4510000000000005
813,-37.600000000001565,4.4509
814,-37.600000000001565,4.4510000000000005
815,-37.600000000001565,4.4511
816,-37.600000000001565,4.4512
817,-37.600000000001565,4.451300000000001
818,-37.600000000001565,4.4514000000000005
819,-37.600000000001565,4.4515
820,-37.600000000001565,4.4516
821,-37.600000000001565,4.451700000000001
822,-37.600000000001565,4.4518
